uid,psychopathy,machiavellianism,narcissism,openness,conscientiousness,extraversion,agreeableness,neuroticism,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100
1824,2,2.8,2.777777778,4,6,4,4,2.5,10.11,0,0,0,0,0,2,1,6,1.62,50,81,97,1,1.301029996,1.939519253,1.908485019,81,5,0,1,27.3,19.59,67.12,39.89,8.52,5.02,2.63,0.32,1.19,0.56,0.32,3.5,5.33,10.83,6.61,1.67,7.48,0.72,4.7,10.99,3.9,0.88,1.43,1.91,0.24,4.7,0,0.32,0.4,7.48,5.18,2.23,0.56,0.24,0.8,10.11,1.27,0.96,1.19,1.59,0.96,0.56,2.87,1.75,2.23,0.96,0.24,0.88,2.95,0.88,0.32,0.48,1.43,12.5,1.67,5.57,5.41,1.51,1.19,2.31,0.4,0.96,0.32,0,0.88,0.32,0.24,13.38,1.99,7.25,0.24,1.19,2.39,1.04,0.72,1.43,0.56,12.34,43.87
1825,1.555555556,3.1,2,6,4.5,1.5,4.5,5.5,10.42,0,0,0,0,0,2,1,6,1.666666667,27,45,0,0,1.491361694,1.812913357,1.672097858,47,0,0,0,15.71,22.83,68.63,42.24,12.42,7.45,4.19,0.47,1.71,0.16,0.93,4.97,5.75,13.98,8.85,1.71,10.09,1.09,4.35,8.39,4.04,1.55,0.93,0.62,0,4.97,0.31,0,0.47,5.12,4.19,0.93,0.16,0.31,0.16,12.89,2.02,0.47,1.4,2.48,1.09,0,3.42,3.11,1.55,0.62,0.16,0.78,1.4,0.31,0.62,0.31,0.16,11.65,0.47,4.81,6.06,3.11,1.86,0.62,0.62,0.31,0.62,0.31,1.55,0.31,0,8.85,4.66,5.43,0.47,1.24,0.78,1.4,0.47,3.57,0,12.42,40.22
1826,1.555555556,1.8,3.111111111,7,6.5,5,5.5,1.5,,,,,,,,,,,,,23,0,0.954242509,1.602059991,1.806179974,64,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,1,2.1,3,4.5,4.5,3.5,6,3.5,27.79,0,0,0,0,0,2,10,9,2.453781513,119,292,0,0,1.447158031,1.672097858,2.459392488,288,0,0,0,13.46,19.49,79.16,50.33,14.95,10.47,5.64,0.59,3.12,0.61,0.51,4.48,5.32,15.52,9.98,3.15,9.99,1.03,4.83,10.89,4.94,2.62,2.34,1.08,0.19,9.01,0.13,0.3,0.65,6.44,4.18,2.24,0.49,0.55,0.49,14.42,1.88,1.44,2.03,2.26,1.31,0.53,3.27,2.74,2.47,0.97,0.51,0.8,2.17,0.7,0.42,0.42,0.68,12.86,1.98,4.92,6.08,1.63,1.52,1.29,0.3,0.89,0.3,0.1,0.53,0.19,0.29,7.26,1.75,1.31,0.11,1.79,1.03,0.29,0.08,3.84,0.15,5.36,23.54
1828,2.333333333,3.2,3.111111111,7,6,4.5,6,4,11.4,0,0,0,0,0,2,0,2,1.27027027,37,47,0,0,0.903089987,1.431363764,1.662757832,46,4,0,0,34.22,17.37,67.37,37.66,12.34,8.44,5.52,0.65,1.46,0.16,0.65,3.9,3.25,12.99,6.98,3.08,7.63,1.62,2.76,9.42,3.41,1.62,1.14,1.3,0.16,5.52,0.16,0,0.81,7.14,5.52,1.62,0.32,0.97,0.16,12.66,1.95,1.14,1.95,1.3,1.79,0.65,3.25,2.27,2.11,0.81,1.14,0,3.08,0.97,0.32,0.65,1.3,14.12,2.76,3.9,7.79,0.49,0.65,2.11,0.16,0.32,0.65,0,2.44,0,0.32,15.1,2.27,5.84,0.49,0.32,1.14,1.95,0.65,3.57,0,13.15,47.4
1829,1.777777778,1.9,2.333333333,6,6,3.5,4.5,1.5,11.84,0,0,0,0,0,2,0,3,1.214285714,42,51,50,0,1.255272505,1.301029996,1.707570176,51,1,0,0,12.08,19.15,71.41,45.91,11.65,6.06,3.08,0.1,2.12,0.38,0.38,5.58,5.58,11.93,8.08,1.73,7.8,0.77,5.68,11.36,4.62,1.73,1.83,0.96,0.29,6.74,0.19,0.19,0.67,5.39,3.37,2.02,0.29,0.67,0.38,13.09,1.54,0.87,1.25,1.64,1.06,0.19,3.95,2.6,1.54,0.67,0.1,0.67,2.21,0.96,0.96,0.1,0.48,12.03,1.54,6.74,3.85,0.96,1.44,2.31,0.96,0.67,0.29,0.1,0.19,0.1,0.48,8.85,3.46,3.66,0,1.35,2.69,1.83,0.58,4.72,0.38,8.85,36.77
1830,2.666666667,2.7,3,6,5,4.5,4.5,2.5,38.55,4,7,13,22,39,81,126,121,15.72195122,205,3223,107,1,1.963787827,2.595496222,3.777716739,5994,2,0,0,13.14,16.39,75.62,45.83,16.35,11.11,6.08,0.54,2.71,1.39,0.39,5.24,4.26,15.08,8.9,3.6,9.68,0.84,4.43,8.56,4.38,2.21,1.6,3.77,1.64,9.55,0.48,0.15,0.67,9.09,5.59,3.5,0.25,2.19,0.37,13.02,1.94,1.4,1.5,2.03,1.07,0.45,2.97,2.53,2.35,0.74,1.08,0.48,2.97,1.26,0.41,1.28,0.31,10.56,1.47,4.39,4.99,0.93,1.29,1.91,0.26,0.36,0.43,0.17,3.04,0.18,0.48,10.47,1.36,1.76,0.49,2.5,2.11,0.41,0.91,2.93,0.13,8.62,32.52
1831,1.777777778,2.6,2.666666667,6,6,3.5,7,3,48.81,0,0,3,8,38,77,183,65,8.775675676,370,3247,73,0,3.08278537,2.328379603,3.671635597,4695,0,0,98,10.74,20.35,71.44,44.14,12.22,8.27,3.91,0.56,1.58,1.72,0.5,3.96,5.27,13.42,8.39,2.69,8.72,1.05,4.04,10.31,3.76,1.81,1.99,1.31,0.18,8.18,0.24,0.14,0.66,5.91,3.83,2.05,0.32,0.61,0.46,12.11,1.87,1.15,1.42,2.12,1.22,0.45,2.53,2.32,2.77,1.29,0.72,0.58,2.1,0.89,0.36,0.4,0.53,11.72,1.65,5.04,5.18,1.82,1.41,2.25,0.52,0.55,0.19,0.14,0.57,0.15,0.35,8.81,3.44,1.68,0.04,1.69,3.09,1.17,1.86,3.37,0.35,11.03,37.31
1832,1.222222222,2.8,2,6,6,4.5,4,5.5,22.98,0,0,0,0,0,10,20,15,4.043010753,93,376,39,1,1.204119983,1.477121255,2.56937391,371,2,0,0,16.25,17.18,75.97,47.29,12.41,8.23,5.89,0.49,1.08,0.51,0.26,4.18,5.59,13.47,8.66,2.15,9.29,0.95,4.62,11.32,4.78,2.01,2.43,1.94,0.21,5.59,0.19,0.09,0.88,5.04,2.84,2.15,0.3,0.72,0.58,13.54,1.87,1.23,1.45,2.17,1.22,0.58,3.49,2.72,1.87,0.67,0.51,0.56,2.59,0.72,0.74,0.34,1.01,14.44,1.82,5.78,6.72,2.31,1.34,1.46,0.76,1.18,0.32,0.11,0.6,0.25,0.14,23.49,1.23,1.69,0.14,2.12,2.19,0.35,0.21,4.8,0.41,8.61,45.69
1833,1.777777778,2.7,2.222222222,5,5.5,7,4.5,3,20.28,0,0,0,0,5,28,52,36,4.577464789,213,975,151,0,1.826074803,2.305351369,2.990782692,979,0,0,1,16.63,18.5,74.95,48.1,12.42,8.19,2.61,1.55,1.54,1.7,0.79,4.24,5.51,14.81,9.38,2.89,9.23,1.42,4.8,10.95,4.74,1.96,2.08,3.03,0.56,9.32,0.22,0.14,0.58,7.52,4.78,2.7,0.29,1.19,0.49,14.27,1.65,1.16,2.36,2.46,1.67,0.42,3.34,2.9,2.07,1.01,0.57,0.39,2.01,0.76,0.36,0.71,0.27,11.52,1.62,5.52,4.63,1.56,1.92,2,0.24,0.66,0.29,0.17,0.84,0.16,0.35,7.1,1.26,1.59,0.08,0.9,2.03,0.48,0.31,3.43,0.2,6.5,24.32
1834,3,3.4,2.888888889,7,4,6,5.5,3.5,29.06,0,0,0,1,3,16,40,51,3.589041096,219,786,26,0,2.604226053,2.51054501,2.892094603,780,45,0,3,26.64,25.44,29.14,15.73,4.82,3.73,2.2,0.41,0.94,0.16,0.01,1.09,2.2,3.88,1.95,0.9,2.55,0.21,1.22,4.6,0.89,0.25,0.79,1.78,0.03,3.13,0.05,0.14,0.38,3.83,3.14,0.69,0.11,0.36,0.09,3.5,0.56,0.31,0.26,0.55,0.29,0.11,0.93,0.39,0.89,0.44,0.25,0.16,0.39,0.11,0.08,0.16,0.05,5.8,0.46,2.93,2.36,1.17,0.85,1.95,0.04,0.28,0.14,0.15,0.29,0.1,0.03,11.21,1.29,7.48,0.21,2.41,3.15,3.36,0.58,0.51,0.83,29.89,63.44
1835,3.222222222,2.6,3.444444444,7,5.5,4.5,5,4,13.96,0,0,0,0,0,2,0,4,1.64,25,41,0,1,0.903089987,1.959041392,1.602059991,40,14,0,0,12.22,23.9,64.16,40.92,11.29,7.04,3.44,0.82,1.64,0.65,0.49,4.26,5.73,12.44,7.86,1.64,9,1.15,5.24,8.35,2.45,1.15,1.64,2.78,0.33,7.36,0,0.33,0.98,6.06,3.93,2.13,0.16,0.98,0.33,11.62,0.98,0.98,2.78,1.64,1.8,0.82,2.29,1.8,1.64,0.33,0.65,0.49,1.96,0.82,0,0.82,0.33,9.17,0.98,4.42,3.6,1.64,0.65,1.64,0.16,0.65,0.65,0,0.82,0.33,0.33,12.77,0.98,6.22,0,1.47,1.15,0.65,1.64,4.09,0.16,14.89,44.35
1836,2,2.9,2.888888889,4,3.5,5.5,3.5,4,23.72,0,0,0,0,0,2,17,10,3.021428571,140,423,100,1,2.354108439,2.1430148,2.624282096,421,13,0,4,22.86,21.92,68.22,39.95,9.75,5.97,3.04,0.61,1.42,0.48,0.42,3.78,5.48,10.09,6.13,2.3,6.27,0.75,3.79,10.41,4.27,1.12,1.94,1.65,0.25,6.6,0.2,0.2,0.75,6.36,4.67,1.68,0.34,0.67,0.27,11.41,1.2,1.19,1.23,1.77,1.09,0.42,3.53,1.59,2.21,1.06,0.34,0.52,1.98,0.37,0.41,0.31,0.91,11.79,1.61,4.7,5.59,2.28,1.21,1.65,0.48,0.85,0.44,0.11,1.16,0.11,0.26,8.34,2.81,5.22,0.2,1.09,2.98,0.63,0.56,2.06,0.48,13.56,38.79
1837,1.333333333,2.4,2.111111111,3.5,6,2,6.5,4,46.02,0,3,11,38,66,78,79,91,39.92592593,81,3234,145,0,2.428134794,2.6599162,3.768933942,5874,240,0,14,16.41,16.88,74.16,45.94,13.23,9.52,5.13,0.68,2.51,0.54,0.67,3.72,4.95,14.83,9.07,2.82,9.71,1.11,4.6,10.71,4.03,1.6,2.22,1.06,0.09,7.79,0.23,0.14,0.64,7,4.7,2.23,0.38,0.61,0.53,12.86,2.03,1.02,1.66,2.45,1.12,0.52,2.85,2.28,2.66,1.09,0.69,0.72,2.73,1.03,0.92,0.49,0.33,11.16,1.77,5.06,4.34,1.28,1.25,1.25,0.4,0.65,0.26,0.11,0.96,0.35,0.2,10.12,1.45,2.05,0.09,1.24,0.38,1.9,0.11,4.19,0.78,13.68,37.15
1838,1.555555556,2.5,2.666666667,5.5,5.5,4.5,6,2.5,,,,,,,,,,,,,0,1,1.255272505,1.826074803,1.707570176,51,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,1.888888889,2.8,2.888888889,6.5,3.5,7,4.5,4.5,10,0,0,0,0,0,2,0,3,1.45,40,58,106,0,1.447158031,1.875061263,1.763427994,58,2,0,0,52.69,20.88,69.51,39.74,6.05,3.8,3.32,0.12,0.12,0.24,0,2.25,3.32,8.78,5.69,0.83,5.34,1.3,6.76,14.23,3.44,0.59,1.3,1.9,0.12,6.29,0.24,0.59,1.19,5.1,2.85,2.25,0.47,0.83,0.24,12.46,1.19,1.19,1.78,1.07,0.83,0.59,3.08,3.44,2.61,1.3,0.36,0.47,2.97,0.59,0.95,0.83,0.95,15.9,2.14,9.02,5.1,1.54,1.19,1.54,0.83,0.36,0.71,0.24,0.83,0.83,0,12.69,1.66,3.56,0,0.47,2.61,0.59,5.22,0.12,0.12,14.23,41.4
1840,2.555555556,1.8,3.333333333,6,6.5,6,4,3,47.39,7,13,22,36,50,58,56,142,57.33928571,56,3211,154,1,2.961895474,3.230193379,4.178199699,15073,19,0,14,16.53,23.11,66.14,40.29,8.86,5.07,1.69,0.55,1.27,0.75,0.8,3.79,5.39,11.68,7.74,1.85,7.37,1.27,3.28,10.45,4,1.49,2.24,2.03,0.09,7.27,0.2,0.08,0.75,5.26,3.33,1.92,0.34,0.65,0.43,12.13,1.58,1.36,1.86,2.14,1.21,0.59,2.64,1.98,1.74,0.65,0.64,0.32,1.36,0.38,0.6,0.19,0.24,10.94,1.52,5.04,4.34,2.76,1.57,1.09,0.3,1.42,0.46,0.17,0.36,0.11,0.19,9.78,2.66,4.69,0.2,1.3,1.42,1.3,0.71,2.99,0.26,13.54,39.53
1841,1.222222222,2.4,2,4,4,2,6.5,2,,,,,,,,,,,,,0,0,1.146128036,2.127104798,3.849112166,7065,7,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,2.888888889,2.9,3.666666667,6,1.5,4.5,4.5,2,38.77,10,15,19,29,39,46,47,227,59.28301887,53,3142,133,0,2.206825876,2.086359831,4.424228071,26560,115,0,0,25.31,19.95,21.36,10.14,2.87,2.32,1.19,0.4,0.49,0.18,0.06,0.55,0.68,4.52,2.76,1.44,2.88,0.12,0.82,2.38,0.67,0.27,0.32,1.31,0.43,3.35,0.08,0.04,0.46,2.96,1.92,1.03,0.12,0.6,0.11,2.65,0.27,0.21,0.34,0.31,0.23,0.11,0.75,0.3,0.64,0.2,0.13,0.24,1.29,0.41,0.3,0.47,0.17,3.23,0.28,2.05,0.9,0.36,0.35,0.5,0.33,0.16,0.21,0.82,1.37,0.47,0.05,5.12,2.72,3.27,0.2,1,1.71,0.55,0.67,1.44,0.19,9.71,26.72
1843,1.666666667,2.7,3.111111111,6.5,4.5,6.5,4.5,3.5,33.38,0,0,0,0,0,2,4,9,1.827225131,191,349,78,0,2.004321374,2.28780173,2.531478917,340,0,0,5,18.36,25.25,21.53,10.55,1.91,1.41,0.76,0.16,0.34,0.06,0.08,0.5,1.47,2.59,1.71,0.82,1.61,0.1,0.46,4.1,0.44,0.26,0.42,1.85,0.02,2.73,0,0.16,0.3,2.11,1.85,0.26,0.02,0.14,0.1,2.97,0.32,0.68,0.06,0.26,0.4,0.14,0.54,0.24,0.68,0.46,0.08,0.14,0.88,0.34,0.26,0.12,0.22,4.86,0.18,3.42,1.23,0.8,0.9,1.07,0.18,0.46,0.06,0.42,0.22,0.3,0.04,11.64,2.11,6.83,0.78,0.94,1.05,1.79,0.12,2.27,0.6,23.46,52.62
1844,2.888888889,3.9,2.777777778,5,1.5,1,3.5,4.5,30.67,0,0,3,13,69,122,144,79,21.54666667,150,3232,41,0,1.255272505,1.986771734,3.785614525,6104,2,0,1,35.28,16.43,78.76,50.27,14.54,9.62,6.27,0.31,1.64,0.86,0.54,4.92,4.81,14.14,9.17,2.97,9.15,1.12,5.41,9.91,5.75,1.85,2.28,1.88,1.08,7.31,0.46,0.17,0.99,6.59,3.4,3.18,0.22,1.84,0.41,14.17,1.57,1.52,1.55,2.96,1.25,0.53,3.3,2.63,2.1,0.95,0.51,0.49,2.79,1.11,0.45,0.6,0.74,12.45,1.54,5.4,5.79,1.26,1.32,1.69,0.45,0.49,0.45,0.52,1.16,0.25,0.43,3.23,2.7,2.08,0.56,0.77,0.55,0.43,0.37,2.39,0.08,5.84,19.09
1845,1.888888889,1.7,2.888888889,7,5.5,6.5,4.5,4,25.27,0,0,0,0,0,4,22,11,2.902439024,164,476,115,0,2.029383778,2.320146286,2.674861141,473,0,0,2,10.68,22.11,72.8,44.14,10.68,7.2,4.03,0.58,1.63,0.53,0.43,3.48,6.96,11.58,7.33,2.14,7.7,0.95,3.75,10.85,4.3,1.25,1.78,1.89,0.12,7.26,0.51,0.3,0.67,7.41,5.79,1.57,0.32,0.54,0.32,11.35,1.65,0.79,1.11,1.84,1.43,0.41,3.36,1.48,2.77,1.35,0.67,0.43,2.22,0.63,0.38,0.46,0.78,12.41,1.38,5.05,6.19,1.41,1.67,2.47,0.35,0.48,0.59,0.1,0.42,0.12,0.23,9.67,2.35,2.38,0.14,0.81,1.41,0.75,0.23,3.38,0.12,7.35,29.47
1846,1.555555556,2.2,3,6.5,4.5,4,6,1,13.31,0,0,0,0,0,2,2,7,1.577380952,168,265,84,0,1.477121255,1.954242509,2.424881637,266,1,0,3,10.31,22.34,66.28,38.74,10.98,7.82,4.14,0.54,2.57,0.34,0.23,3.17,4.11,10.44,5.96,1.63,7.36,0.74,4.31,9.56,4.02,1.06,1.77,1.6,0.14,8.02,0.4,0.09,0.71,6.53,5.05,1.48,0.23,0.57,0.26,10.41,1.46,0.68,1.37,1.77,1.23,0.34,3.22,1.74,2.43,1.08,0.68,0.43,2.51,0.49,0.86,0.83,0.6,10.9,1.8,4.74,4.51,2.28,1.23,2.28,0.43,0.83,0.34,0.26,0.83,0.09,0.31,10.07,4.19,3.94,0.03,1.8,4.37,2.11,0.94,2.51,0.23,13.5,43.94
1847,2,3.6,2.888888889,5.5,6,2,6,2.5,35.37,0,0,0,0,0,3,18,11,2.542857143,175,445,0,0,1.929418926,2.267171728,2.643452676,440,6,0,0,10.9,21.17,73.13,48.42,14.2,9.49,4.74,0.72,2.14,1.05,0.82,4.71,4.94,15.04,9.62,3.26,9.57,1.14,4.76,9.31,5.04,3.21,2.22,1.78,0.1,8.9,0.41,0.12,0.72,5.01,3.41,1.58,0.25,0.59,0.15,15.04,2.03,1.25,1.75,3.34,1.3,0.38,2.88,3.51,2.16,0.94,0.86,0.23,1.24,0.3,0.33,0.33,0.38,9.46,1.4,4.09,4.15,1.89,1.22,1.96,0.12,0.68,0.49,0.31,0.61,0.31,0.15,8.85,4.5,2.09,0.51,1.65,2.9,1.4,0.91,4.32,0.23,10.69,39.08
1848,2.111111111,3.1,3.111111111,7,7,3,6,1,10.09,0,0,0,0,0,2,0,5,1.349206349,63,85,109,0,1.880813592,2.63748973,1.929418926,85,1,0,0,32.72,19.44,67.4,36.93,9.68,5.35,2.21,0.76,1.1,0.76,0.51,4.33,5.35,10.1,5.43,2.55,6.11,0.76,3.06,9.25,3.14,0.76,1.7,1.78,0.34,7.39,0.59,0.08,0.68,8.23,6.45,1.78,0.51,0.93,0.34,10.19,0.85,1.27,0.59,0.93,1.02,0.68,3.74,1.02,3.31,1.95,0.25,1.1,1.44,0.51,0.34,0.59,0,12.65,1.61,4.58,6.54,1.1,2.29,2.63,0.51,0.68,1.44,0.08,0.25,0,0.25,13.16,2.8,3.31,0.08,1.1,13.92,1.36,0.51,2.12,0.08,12.39,50.93
1849,2.444444444,3.3,3.222222222,6,3.5,4,3.5,2.5,10.19,0,0,0,0,0,3,1,12,1.711340206,97,166,31,0,1.204119983,1.544068044,2.227886705,169,1,0,0,7.69,19.55,78.76,47.33,12.82,7.92,3.71,1.01,2.2,0.88,0.13,4.9,5.41,13.83,9.11,2.33,10.06,0.38,4.21,8.23,5.72,2.83,2.77,1.95,1.13,9.05,0.57,0.13,1.26,8.23,5.15,3.08,0.31,1.38,0.31,13.58,1.51,1.51,0.82,1.07,1.45,0.44,4.78,2.26,3.27,1.13,1.01,0.63,4.59,1.63,0.94,1.19,1.45,10.94,1.57,5.53,4.59,0.44,0.88,2.2,0.38,0.44,1.19,0.25,0.63,0.38,0.75,16.15,6.54,1.13,0,2.45,1.89,1.95,1.26,4.65,0.06,3.96,40.1
1850,2,2.8,3.222222222,4,3,4.5,4,5,43.93,0,0,0,0,1,9,18,27,3.014285714,140,422,159,0,2.068185862,2.409933123,2.625312451,422,2,0,1,15.61,21.19,69.01,40.12,10.18,6.23,3.29,0.37,1.88,0.24,0.46,3.95,4.72,11.87,7.25,2.29,7.64,0.89,4.23,9.78,3.43,1.52,1.98,2.84,0.22,7.49,0.19,0.16,0.8,6.22,4.45,1.66,0.28,0.52,0.36,11.6,1.81,1.58,1.36,1.94,0.95,0.3,2.37,2.34,2.07,0.77,0.8,0.37,1.52,0.38,0.43,0.4,0.41,11.43,1.67,4.59,5.19,2.89,2.28,2.52,0.19,1.02,0.3,0.09,0.64,0.24,0.28,10.63,2.38,4.03,0.12,1.54,2.72,1.07,0.86,2.29,0.15,12.43,38.39
1851,1.111111111,3,2.777777778,4,6,1,7,3.5,,,,,,,,,,,,,58,0,1.477121255,1.748188027,3.148910993,1409,20,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,2.333333333,2.1,3,5,3.5,4,5.5,4,39.16,0,0,0,0,5,55,91,33,8.697368421,152,1322,95,0,1.079181246,2.100370545,3.11991541,1318,3410,0,0,22.14,19.6,59.62,35.14,7.9,5.17,2.59,0.67,1.19,0.48,0.23,2.73,5.1,9.65,6.05,1.59,6.7,0.65,3.17,9.91,2.46,1.09,1.96,2.38,0.03,5.62,0.14,0.11,0.46,5.22,3.57,1.64,0.26,0.7,0.26,9.34,1.44,0.95,0.98,1.73,1.02,0.45,1.84,1.41,2.34,1.12,0.59,0.42,1.29,0.47,0.33,0.18,0.36,10.76,1.32,4.76,4.66,1.62,1.41,2.57,0.22,0.61,0.32,0.37,0.5,0.11,0.2,12.7,2.01,6.61,0.7,0.89,3.62,1.29,1.23,2.69,1.28,20,54.84
1853,1.777777778,1.8,2.666666667,6.5,2,2,5,4.5,26.72,0,0,0,0,26,115,224,38,8.922437673,361,3221,153,0,1.763427994,2.206825876,3.673757937,4718,63,0,3,12.39,21.08,64.11,39.05,11.76,7.7,5.11,0.38,1.41,0.49,0.31,4.06,4.95,11.17,6.75,2,7.53,0.91,3.79,8.82,3.39,1.48,1.76,1.39,0.47,6.42,0.33,0.35,0.53,6.37,3.61,2.72,0.37,1.19,0.47,10.67,1.56,1.09,1.29,1.98,0.96,0.48,2.23,1.98,1.92,0.86,0.51,0.44,2.18,0.86,0.48,0.66,0.32,9.44,1.19,3.95,4.44,1.47,1.07,1.77,0.25,0.56,0.59,0.31,0.74,0.18,0.24,13.49,3.17,3.79,0.14,1.08,1.42,0.83,1.53,3.36,0.29,11.13,40.55
1854,2.888888889,3.5,2.111111111,5,4,6,4,6,14.32,,,,,,,,,,,,100,0,1.079181246,2.096910013,2.033423755,108,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,2.888888889,2.6,2.888888889,4,3,4.5,2.5,4,23.8,1,1,2,4,27,81,159,112,7.307277628,371,2711,49,0,1.740362689,2.298853076,3.426511261,2670,66,0,1,13.47,17.97,71.9,43.98,13.33,8.97,5.77,0.51,1.62,0.64,0.42,4.36,4.45,13.64,7.93,2.56,9.37,0.83,4.93,9.8,3.99,1.72,1.84,2.62,0.54,6.51,0.33,0.15,0.52,5.59,3.33,2.22,0.21,0.9,0.46,12.37,1.43,1.22,1.76,2.21,1.14,0.53,2.99,2.13,2.25,1.06,0.57,0.38,2.73,1.02,0.62,0.55,0.64,12.42,1.7,4.55,6.17,1.69,0.83,1.49,0.66,0.44,0.41,0.24,0.94,0.21,0.27,11.92,3.62,2.91,1.05,1.43,1.55,0.87,0.55,3.41,0.36,12.11,40.16
1856,1.777777778,3.8,2.555555556,7,5.5,4.5,3.5,3.5,,,,,,,,,,,,,0,0,1.934498451,2.173186268,3.931305281,8537,0,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,2,2.9,1.777777778,5,5,1,5.5,4,10,0,0,0,0,0,2,0,4,1.733333333,15,26,0,0,0,1.748188027,1.431363764,27,4,0,0,10.22,23.19,77.66,49.57,11.06,8.09,1.91,0.43,1.91,2.55,1.28,2.98,6.81,15.11,10.43,3.4,8.51,2.34,3.83,10,4.04,2.77,4.47,0.85,0,9.15,0,0,0,8.94,7.45,1.49,0.43,0,0.85,17.66,3.19,2.34,0.85,4.26,2.34,0.21,2.55,3.4,1.91,1.28,0,0.64,0.64,0,0.21,0,0.43,8.3,0.43,3.62,4.68,2.77,2.77,2.77,0,0.43,0.21,0,0.43,0,0.21,6.6,0.85,0.21,0,3.4,0,1.28,0.43,4.04,0.43,6.17,23.83
1858,2.333333333,3.5,2.222222222,6,5.5,4.5,4,3,19.96,0,0,0,0,0,2,3,6,1.5,150,225,0,0,1.146128036,1.477121255,2.346352974,222,0,0,0,14.07,20.3,78.45,46.15,13.82,9.14,6.54,0.42,1.61,0.14,0.42,4.67,4.76,13.62,8.64,2.86,8.61,0.99,5.01,10.16,4.39,1.95,2.41,2.27,0.25,7.5,0.11,0.23,1.9,6.8,4.36,2.38,0.34,0.91,0.59,14.04,2.15,1.47,1.61,2.58,1.9,0.45,2.38,2.6,3.26,1.39,0.85,0.48,2.29,0.62,0.71,0.23,0.79,11.13,1.22,4.39,5.83,1.81,1.44,2.6,0.74,0.48,0.54,0.4,1.19,0.17,0.31,5.63,4.16,1.47,0.14,1.25,2.69,0.4,0.45,3.45,0.23,9.2,29.28
1859,2.444444444,4.1,3.555555556,4.5,6.5,4,3.5,4.5,17.91,,,,,,,,,,,,17,0,2.51054501,1.69019608,2.158362492,144,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,1.444444444,2.6,3.333333333,6.5,6.5,5,6.5,1,32.33,0,0,0,0,5,16,36,29,5.829787234,94,548,0,0,1.799340549,2.481442629,2.705863712,508,1,0,0,30.85,18.38,72.6,44.35,12.15,8.15,3.85,1.12,1.77,0.96,0.45,4,5.52,13.99,8.79,2.8,8.75,1.26,4.61,9.49,4.06,1.96,1.74,3.35,0.29,7.93,0.11,0.07,0.79,7.89,5.92,1.96,0.26,0.54,0.43,12.26,1.33,1.52,1.35,1.68,1.56,0.48,2.9,2.17,2.56,1.37,0.61,0.56,1.21,0.27,0.45,0.23,0.27,11.65,1.62,4.94,5.18,1.43,2.23,2.6,0.24,0.38,0.51,0.1,1.91,0.13,0.24,5.96,2.39,2.61,0.01,1,2.44,0.48,0.71,3.23,0.09,11.44,30.46
